EmployeeID,DeptID,HireDate,ExitDate,Salary,PerformanceRating,TenureDays,IsActive
EMP142,16,2018-09-02,2018-12-16,90851,1,105,0
EMP143,1,2019-10-08,Active,55262,4,2405,1
EMP144,1,2021-02-08,Active,94982,5,1916,1
EMP145,4,2021-01-22,Active,103523,3,1933,1
EMP146,3,2019-05-18,Active,112066,5,2548,1
EMP147,13,2022-05-11,Active,88242,2,1459,1
EMP148,15,2021-05-10,Active,81469,4,1825,1
EMP149,4,2022-07-12,Active,81560,3,1397,1
EMP150,18,2020-06-02,Active,85229,4,2167,1
EMP151,17,2019-07-31,Active,100402,1,2474,1
EMP152,10,2021-09-05,2024-01-25,119479,1,872,0
EMP153,17,2018-07-09,Active,60301,4,2861,1
EMP154,15,2019-07-30,Active,119931,5,2475,1
EMP155,16,2020-05-23,2022-09-23,112316,3,853,0
EMP156,2,2021-05-29,Active,102350,4,1806,1
EMP157,3,2021-11-23,Active,47316,1,1628,1
EMP158,15,2019-03-19,Active,100511,4,2608,1
EMP159,16,2019-06-02,Active,82372,4,2533,1
EMP160,3,2019-06-04,Active,49601,3,2531,1
EMP161,13,2018-08-18,Active,41592,1,2821,1
EMP162,8,2019-02-18,Active,72217,5,2637,1
EMP163,18,2019-12-29,Active,43379,3,2323,1
EMP164,14,2019-09-25,2023-03-18,58847,2,1270,0
EMP165,17,2018-08-07,Active,107721,5,2832,1
EMP166,1,2021-07-07,Active,51453,4,1767,1
EMP167,2,2022-10-24,Active,50877,1,1293,1
EMP168,1,2020-05-09,Active,79757,5,2191,1
EMP169,5,2019-12-22,2022-05-16,66770,2,876,0
EMP170,15,2021-06-27,Active,74469,5,1777,1
EMP171,13,2020-07-14,Active,105828,4,2125,1
EMP172,4,2022-08-24,Active,101819,4,1354,1
EMP173,3,2019-02-09,2020-12-23,66342,3,683,0
EMP174,11,2019-07-15,2022-06-18,55159,3,1069,0
EMP175,13,2022-04-22,Active,75413,2,1478,1
EMP176,13,2022-06-28,2025-08-28,116726,4,1157,0
EMP177,6,2021-11-20,Active,112810,4,1631,1
EMP178,16,2022-09-04,Active,48147,5,1343,1
EMP179,7,2023-01-23,2026-04-06,68831,4,1169,0
EMP180,11,2019-04-11,Active,111623,4,2585,1
EMP181,8,2021-02-13,Active,44537,2,1911,1
EMP182,10,2021-06-14,2023-06-20,101041,1,736,0
EMP183,15,2020-05-15,Active,70543,4,2185,1
EMP184,6,2019-04-22,Active,79757,2,2574,1
EMP185,12,2022-04-28,Active,115998,3,1472,1
EMP186,11,2021-09-20,Active,94469,3,1692,1
EMP187,8,2019-02-27,Active,50249,4,2628,1
EMP188,16,2020-02-01,Active,58107,1,2289,1
EMP189,14,2018-04-13,Active,61307,2,2948,1
EMP190,17,2022-02-02,Active,90767,3,1557,1
EMP191,6,2021-09-19,Active,46104,3,1693,1
EMP192,7,2019-03-21,Active,69179,5,2606,1
EMP193,4,2023-06-30,Active,108214,1,1044,1
EMP194,17,2021-10-23,Active,47945,1,1659,1
EMP195,17,2022-02-12,Active,62269,5,1547,1
EMP196,8,2018-04-09,2019-08-03,80771,1,481,0
EMP197,11,2018-12-03,Active,80825,5,2714,1
EMP198,8,2022-11-14,Active,65123,2,1272,1
EMP199,19,2020-08-09,Active,51945,1,2099,1
EMP200,6,2023-02-07,Active,55012,5,1187,1
EMP201,8,2023-08-19,Active,80925,1,994,1
EMP202,13,2022-05-14,Active,60562,1,1456,1
EMP203,14,2019-04-08,Active,65474,3,2588,1
EMP204,14,2018-12-27,Active,89673,1,2690,1
EMP205,6,2020-11-26,Active,57316,3,1990,1
EMP206,1,2020-09-24,Active,47780,4,2053,1
EMP207,7,2020-07-09,Active,80142,3,2130,1
EMP208,6,2021-09-20,Active,104439,1,1692,1
EMP209,3,2023-03-20,Active,51039,4,1146,1
EMP210,4,2021-05-20,Active,56175,1,1815,1
EMP211,7,2018-01-29,Active,92487,5,3022,1
EMP212,15,2021-08-10,2023-12-13,112293,5,855,0
EMP213,3,2022-03-26,Active,119528,1,1505,1
EMP214,7,2021-04-17,Active,107088,2,1848,1
EMP215,4,2019-05-10,Active,51774,1,2556,1
EMP216,1,2022-01-05,Active,118098,5,1585,1
EMP217,3,2018-06-26,Active,62667,1,2874,1
EMP218,3,2019-01-11,Active,98774,3,2675,1
EMP219,15,2020-09-06,Active,74493,3,2071,1
EMP220,2,2020-12-27,Active,112184,2,1959,1
EMP221,9,2018-01-01,Active,62087,2,3050,1
EMP222,11,2022-04-26,2025-11-12,74746,2,1296,0
EMP223,4,2018-12-18,Active,118177,2,2699,1
EMP224,9,2019-09-21,Active,91394,1,2422,1
EMP225,6,2021-03-21,2022-03-25,99772,5,369,0
EMP226,3,2019-12-05,Active,112983,3,2347,1
EMP227,11,2023-01-10,2026-02-22,44873,3,1139,0
EMP228,4,2019-06-25,2022-05-15,48611,2,1055,0
EMP229,12,2019-10-12,Active,93809,3,2401,1
EMP230,1,2023-04-21,Active,92920,1,1114,1
EMP231,8,2018-05-05,Active,110680,3,2926,1
EMP232,16,2021-03-14,Active,43044,4,1882,1
EMP233,16,2018-10-03,2022-10-02,98936,3,1460,0
EMP234,1,2022-05-03,2024-02-19,84371,3,657,0
EMP235,3,2021-12-11,Active,42239,2,1610,1
EMP236,7,2020-10-03,Active,82683,3,2044,1
EMP237,18,2021-08-04,Active,118475,2,1739,1
EMP238,16,2019-06-12,Active,102317,5,2523,1
EMP239,12,2020-08-29,Active,48626,3,2079,1
EMP240,3,2020-01-11,Active,103812,5,2310,1
EMP241,9,2023-10-29,Active,81239,2,923,1
EMP242,16,2018-02-13,Active,75497,4,3007,1
EMP243,14,2019-05-17,2020-09-18,60594,3,490,0
EMP244,9,2018-06-28,Active,55072,5,2872,1
EMP245,3,2018-02-14,Active,46094,2,3006,1
EMP246,7,2023-05-27,2024-10-11,75530,5,503,0
EMP247,16,2020-08-26,2023-06-22,96742,5,1030,0
EMP248,12,2023-08-26,2024-01-14,92199,1,141,0
EMP249,14,2022-05-20,Active,51098,5,1450,1
EMP250,1,2022-10-03,Active,40821,5,1314,1
EMP251,13,2023-06-08,Active,119428,5,1066,1
EMP252,10,2023-08-31,Active,41126,4,982,1
EMP253,12,2018-05-21,Active,46343,4,2910,1
EMP254,2,2021-02-25,Active,72622,2,1899,1
EMP255,11,2022-06-20,Active,48878,1,1419,1
EMP256,15,2023-12-04,2024-10-15,102002,4,316,0
EMP257,14,2019-10-07,Active,64954,4,2406,1
EMP258,2,2020-03-29,Active,106205,2,2232,1
EMP259,3,2023-05-08,Active,85337,5,1097,1
EMP260,16,2019-09-27,Active,54430,5,2416,1
EMP261,18,2022-06-25,2025-04-27,107865,4,1037,0
EMP262,16,2020-10-08,Active,87857,5,2039,1
EMP263,13,2023-05-28,Active,111487,1,1077,1
EMP264,16,2018-09-29,Active,67015,4,2779,1
EMP265,10,2022-05-02,2024-12-20,40140,2,963,0
EMP266,17,2020-04-19,Active,97296,2,2211,1
EMP267,11,2021-06-20,Active,75865,3,1784,1
EMP268,15,2023-09-20,2025-10-08,83957,5,749,0
EMP269,19,2020-09-15,Active,45213,1,2062,1
EMP270,19,2018-08-27,Active,94885,3,2812,1
EMP271,3,2019-06-19,2022-12-18,109015,4,1278,0
EMP272,1,2022-03-06,Active,110737,2,1525,1
EMP273,17,2023-12-30,Active,64590,4,861,1
EMP274,3,2023-03-28,Active,80357,4,1138,1
EMP275,16,2021-08-28,Active,116319,3,1715,1
EMP276,1,2019-02-09,Active,111676,1,2646,1
EMP277,8,2022-09-18,Active,96606,1,1329,1
EMP278,11,2023-05-31,Active,43897,5,1074,1
EMP279,6,2023-02-19,Active,48917,5,1175,1
EMP280,19,2023-07-29,Active,71686,1,1015,1
EMP281,3,2023-11-27,Active,106462,5,894,1
EMP282,4,2019-06-07,Active,67448,4,2528,1
EMP283,18,2019-07-11,Active,82510,1,2494,1
EMP284,2,2021-11-19,2023-09-28,101124,2,678,0
EMP285,1,2018-12-05,Active,75412,3,2712,1
EMP286,9,2020-02-27,Active,111756,3,2263,1
EMP287,1,2023-08-31,Active,119672,5,982,1
EMP288,5,2022-07-15,Active,110927,4,1394,1
EMP289,13,2018-08-06,Active,108566,2,2833,1
EMP290,7,2018-07-29,Active,40066,4,2841,1
EMP291,19,2022-12-02,Active,59456,2,1254,1
EMP292,18,2021-01-26,Active,80100,4,1929,1
EMP293,8,2021-05-29,Active,111176,3,1806,1
EMP294,7,2020-11-19,2024-02-28,47240,3,1196,0
EMP295,18,2019-07-05,Active,116152,2,2500,1
EMP296,6,2023-11-14,Active,53031,3,907,1
EMP297,9,2019-07-06,Active,80153,2,2499,1
EMP298,6,2018-11-12,2020-11-19,60066,5,738,0
EMP299,3,2018-11-20,Active,48433,3,2727,1
EMP300,14,2023-10-30,Active,95428,4,922,1
EMP301,19,2019-11-09,Active,77092,1,2373,1
EMP302,9,2019-10-25,Active,93625,3,2388,1
EMP303,14,2020-11-05,2023-04-09,63645,1,885,0
EMP304,17,2021-09-06,2023-01-20,108646,1,501,0
EMP305,8,2020-05-24,Active,40899,5,2176,1
EMP306,10,2021-11-11,Active,114022,5,1640,1
EMP307,4,2022-10-23,Active,64024,5,1294,1
EMP308,4,2020-07-16,2021-04-25,96883,3,283,0
EMP309,3,2022-07-13,Active,108333,5,1396,1
EMP310,11,2021-09-18,Active,41550,5,1694,1
EMP311,3,2019-12-29,Active,71202,3,2323,1
EMP312,5,2022-03-21,Active,113615,5,1510,1
EMP313,4,2019-06-30,Active,49463,2,2505,1
EMP314,17,2020-11-07,Active,46650,4,2009,1
EMP315,9,2019-05-30,2020-12-17,102786,3,567,0
EMP316,8,2022-07-22,Active,58982,5,1387,1
EMP317,6,2021-03-22,Active,70803,5,1874,1
EMP318,17,2020-02-10,2023-02-16,52415,5,1102,0
EMP319,3,2021-05-22,Active,82344,2,1813,1
EMP320,9,2023-04-15,2025-03-15,79082,5,700,0
EMP321,12,2021-04-02,Active,94960,3,1863,1
EMP322,19,2022-09-03,Active,100967,1,1344,1
EMP323,2,2021-09-27,Active,103020,2,1685,1
EMP324,14,2021-01-02,Active,68660,2,1953,1
EMP325,17,2022-07-12,Active,85679,4,1397,1
EMP326,15,2019-09-14,Active,59889,5,2429,1
EMP327,10,2019-09-09,Active,108042,4,2434,1
EMP328,17,2020-11-22,Active,110416,3,1994,1
EMP329,4,2021-03-08,Active,89035,5,1888,1
EMP330,19,2020-08-10,2024-01-29,114757,2,1267,0
EMP331,6,2019-10-30,Active,105305,3,2383,1
EMP332,5,2019-02-08,2022-02-09,93928,5,1097,0
EMP333,9,2020-10-08,2024-10-22,53595,4,1475,0
EMP334,7,2018-11-21,Active,66872,5,2726,1
EMP335,13,2023-04-07,Active,42155,3,1128,1
EMP336,13,2018-07-11,Active,74322,5,2859,1
EMP337,11,2019-01-30,2019-12-26,67542,3,330,0
EMP338,7,2020-02-05,Active,54356,3,2285,1
EMP339,12,2018-06-07,Active,115379,3,2893,1
EMP340,1,2022-09-01,2025-04-29,93457,3,971,0
EMP341,6,2018-09-13,Active,74664,5,2795,1
EMP342,3,2023-08-15,Active,43721,2,998,1
EMP343,17,2020-12-27,Active,112238,1,1959,1
EMP344,15,2022-02-22,Active,61030,2,1537,1
EMP345,19,2023-01-15,Active,109160,4,1210,1
EMP346,13,2018-03-05,Active,45375,2,2987,1
EMP347,1,2019-03-25,Active,57941,5,2602,1
EMP348,12,2020-01-24,Active,51426,4,2297,1
EMP349,11,2022-06-05,Active,102411,5,1434,1
EMP350,9,2022-11-24,Active,95930,1,1262,1
EMP351,5,2022-04-03,Active,46011,2,1497,1
EMP352,8,2021-04-16,Active,101705,4,1849,1
EMP353,2,2022-04-30,Active,40454,2,1470,1
EMP354,8,2023-08-26,Active,96502,1,987,1
EMP355,10,2018-01-22,Active,63062,5,3029,1
EMP356,5,2019-10-17,Active,57526,4,2396,1
EMP357,17,2022-06-17,Active,50340,3,1422,1
EMP358,14,2021-06-18,Active,110730,5,1786,1
EMP359,5,2020-04-20,Active,42765,5,2210,1
EMP360,1,2023-05-26,Active,56765,3,1079,1
EMP361,13,2020-01-04,Active,68950,5,2317,1
EMP362,6,2019-04-17,2020-12-25,50431,4,618,0
EMP363,2,2020-07-18,Active,96274,2,2121,1
EMP364,1,2022-10-30,Active,113228,5,1287,1
EMP365,15,2022-09-12,Active,79630,2,1335,1
EMP366,2,2023-02-24,Active,48430,4,1170,1
EMP367,6,2018-09-23,Active,46105,1,2785,1
EMP368,2,2022-05-17,2024-11-22,47389,2,920,0
EMP369,12,2023-01-18,Active,116793,1,1207,1
EMP370,4,2018-07-10,Active,99190,5,2860,1
EMP371,10,2019-03-18,Active,87768,5,2609,1
EMP372,14,2021-10-15,Active,77578,3,1667,1
EMP373,3,2019-05-03,Active,107380,1,2563,1
EMP374,14,2020-07-21,Active,109173,5,2118,1
EMP375,5,2018-08-27,2021-12-23,112162,4,1214,0
EMP376,8,2019-01-05,2021-03-14,63727,5,799,0
EMP377,16,2022-07-14,Active,59976,5,1395,1
EMP378,16,2018-03-04,Active,56493,3,2988,1
EMP379,19,2023-08-10,Active,91717,1,1003,1
EMP380,14,2019-11-12,Active,44056,5,2370,1
EMP381,12,2019-07-24,Active,44587,2,2481,1
EMP382,3,2023-01-10,Active,43875,3,1215,1
EMP383,8,2018-12-04,2020-10-14,86583,4,680,0
EMP384,14,2020-02-22,Active,101884,3,2268,1
EMP385,6,2021-08-21,2024-07-30,95286,4,1074,0
EMP386,4,2019-03-25,Active,117343,1,2602,1
EMP387,4,2020-03-01,Active,87378,1,2260,1
EMP388,16,2018-04-20,Active,108294,1,2941,1
EMP389,16,2022-02-08,Active,111539,4,1551,1
EMP390,1,2022-03-11,2025-04-21,86287,5,1137,0
EMP391,7,2019-03-10,2019-09-15,68292,5,189,0
EMP392,7,2020-08-05,Active,86907,4,2103,1
EMP393,11,2023-09-15,Active,89189,4,967,1
EMP394,18,2022-08-20,Active,43805,3,1358,1
EMP395,18,2023-05-16,Active,49894,5,1089,1
EMP396,2,2023-02-09,Active,84997,2,1185,1
EMP397,16,2022-06-20,Active,107338,5,1419,1
EMP398,5,2023-03-11,2023-09-14,65369,4,187,0
EMP399,14,2021-04-10,Active,50234,1,1855,1
EMP400,18,2018-06-26,Active,45895,2,2874,1
EMP401,12,2019-10-28,Active,42820,5,2385,1
EMP402,17,2022-03-31,Active,100424,1,1500,1
EMP403,14,2023-06-16,Active,78161,5,1058,1
EMP404,8,2019-03-02,Active,46006,1,2625,1
EMP405,10,2019-03-13,Active,64294,4,2614,1
EMP406,8,2023-09-11,Active,102382,1,971,1
EMP407,10,2022-01-07,Active,105964,3,1583,1
EMP408,13,2020-10-05,Active,92219,4,2042,1
EMP409,15,2023-08-09,Active,76826,3,1004,1
EMP410,4,2019-04-24,Active,105970,1,2572,1
EMP411,17,2023-06-17,Active,73883,3,1057,1
EMP412,13,2023-03-24,Active,62505,2,1142,1
EMP413,16,2022-08-14,Active,87449,4,1364,1
EMP414,17,2021-01-17,Active,100572,1,1938,1
EMP415,10,2022-11-07,Active,70325,2,1279,1
EMP416,5,2020-06-07,Active,54558,3,2162,1
EMP417,6,2018-02-26,Active,75531,5,2994,1
EMP418,4,2023-11-01,Active,75276,3,920,1
EMP419,15,2023-08-25,Active,105305,3,988,1
EMP420,15,2023-06-03,Active,90855,2,1071,1
EMP421,14,2023-03-05,Active,54550,1,1161,1
EMP422,12,2023-05-02,Active,83081,1,1103,1
EMP423,13,2021-02-20,Active,108269,4,1904,1
EMP424,8,2022-11-21,Active,104614,5,1265,1
EMP425,12,2020-05-15,Active,84891,1,2185,1
EMP426,17,2023-09-01,Active,40586,1,981,1
EMP427,10,2018-11-01,Active,101748,3,2746,1
EMP428,3,2019-02-19,Active,49791,1,2636,1
EMP429,11,2020-12-28,Active,115499,3,1958,1
EMP430,8,2018-02-21,Active,63168,2,2999,1
EMP431,13,2020-09-10,Active,94211,4,2067,1
EMP432,7,2018-01-09,2018-05-25,91769,1,136,0
EMP433,1,2018-09-28,Active,68550,1,2780,1
EMP434,9,2018-08-16,Active,89280,2,2823,1
EMP435,6,2018-12-06,Active,62656,3,2711,1
EMP436,14,2023-04-21,Active,106816,5,1114,1
EMP437,7,2020-07-21,Active,69560,3,2118,1
EMP438,6,2020-03-24,Active,103796,5,2237,1
EMP439,2,2018-05-11,2018-12-24,55724,3,227,0
EMP440,4,2023-01-02,2024-07-08,115789,5,553,0
EMP441,14,2022-04-09,Active,65152,4,1491,1
EMP442,7,2021-10-09,Active,40916,2,1673,1
EMP443,7,2020-01-12,Active,79254,2,2309,1
EMP444,16,2020-04-11,Active,59957,4,2219,1
EMP445,11,2019-10-06,Active,50521,5,2407,1
EMP446,15,2022-02-04,Active,76514,3,1555,1
EMP447,11,2022-07-13,Active,93095,4,1396,1
EMP448,16,2019-01-08,Active,90217,2,2678,1
EMP449,7,2020-07-31,Active,113921,3,2108,1
EMP450,3,2020-04-28,Active,112329,4,2202,1
EMP451,10,2020-01-18,Active,72623,2,2303,1
EMP452,9,2023-02-17,2025-01-02,119773,2,685,0
EMP453,15,2021-01-17,2024-08-20,109542,4,1311,0
EMP454,19,2018-11-25,Active,47364,3,2722,1
EMP455,1,2023-01-31,Active,89406,2,1194,1
EMP456,4,2022-12-01,Active,53240,5,1255,1
EMP457,2,2023-05-02,Active,77864,3,1103,1
EMP458,14,2018-07-30,Active,112380,2,2840,1
EMP459,11,2018-11-24,Active,106625,2,2723,1
EMP460,7,2022-01-06,2025-04-14,82621,3,1194,0
EMP461,11,2019-05-08,Active,70263,1,2558,1
EMP462,6,2023-05-23,Active,108238,5,1082,1
EMP463,2,2020-12-30,Active,112606,4,1956,1
EMP464,12,2018-09-23,2022-07-24,100592,4,1400,0
EMP465,16,2018-09-11,Active,109062,1,2797,1
EMP466,3,2018-03-06,Active,78195,4,2986,1
EMP467,6,2022-06-20,Active,94087,1,1419,1
EMP468,12,2019-08-21,Active,109205,4,2453,1
EMP469,17,2018-04-16,Active,42328,3,2945,1
EMP470,9,2023-09-03,Active,58880,3,979,1
EMP471,3,2023-12-31,Active,44955,1,860,1
EMP472,16,2019-09-21,Active,62038,1,2422,1
EMP473,16,2020-06-04,Active,67057,3,2165,1
EMP474,11,2018-03-21,Active,107103,4,2971,1
EMP475,9,2023-11-30,Active,91727,2,891,1
EMP476,9,2022-02-03,2022-07-19,99716,5,166,0
EMP477,8,2022-04-13,Active,61065,4,1487,1
EMP478,15,2018-01-25,Active,105482,2,3026,1
EMP479,17,2021-07-15,Active,101269,2,1759,1
EMP480,17,2020-12-20,2024-10-01,81726,2,1381,0
EMP481,10,2020-04-08,2022-07-02,102081,2,815,0
EMP482,18,2019-11-23,Active,64046,5,2359,1
EMP483,3,2021-12-17,2025-04-19,86860,2,1219,0
EMP484,5,2020-12-11,Active,108273,2,1975,1
EMP485,10,2022-03-25,Active,112839,4,1506,1
EMP486,12,2018-10-29,2019-03-23,103891,1,145,0
EMP487,12,2022-07-06,Active,92114,3,1403,1
EMP488,8,2020-07-18,Active,58770,5,2121,1
EMP489,14,2022-10-10,2025-02-27,116816,1,871,0
EMP490,3,2020-10-02,Active,71223,2,2045,1
EMP491,9,2019-10-11,2020-03-19,99245,4,160,0
EMP492,1,2023-12-25,Active,93547,5,866,1
EMP493,4,2019-02-14,Active,63917,2,2641,1
EMP494,17,2023-11-16,Active,57920,1,905,1
EMP495,19,2021-01-05,Active,93959,3,1950,1
EMP496,18,2020-02-08,Active,47758,1,2282,1
EMP497,7,2023-07-17,Active,60632,1,1027,1
EMP498,5,2018-08-12,2021-05-20,55822,3,1012,0
EMP499,9,2023-05-20,2025-02-28,109153,1,650,0
EMP500,18,2020-02-08,Active,103756,5,2282,1
EMP501,4,2020-07-12,Active,60881,1,2127,1
EMP502,1,2019-05-18,Active,86392,1,2548,1
EMP503,3,2022-02-11,Active,71238,2,1548,1
EMP504,18,2023-10-01,2024-01-07,114526,3,98,0
EMP505,11,2020-09-17,Active,74498,4,2060,1
