EmployeeID,DeptID,HireDate,ExitDate,Salary,PerformanceRating,TenureDays,IsActive
EMP047,16,2022-08-11,Active,61057,5,1363,1
EMP048,8,2020-03-27,Active,117654,3,2230,1
EMP049,15,2022-12-23,Active,70372,3,1229,1
EMP050,18,2019-08-10,Active,68070,2,2460,1
EMP051,17,2022-09-24,Active,73954,2,1319,1
EMP052,13,2019-03-05,Active,73682,4,2618,1
EMP053,14,2018-08-08,Active,77676,1,2827,1
EMP054,1,2023-01-01,Active,77890,4,1220,1
EMP055,6,2018-11-23,Active,98784,4,2720,1
EMP056,2,2020-10-22,Active,40254,4,2021,1
EMP057,4,2021-05-13,2025-02-03,61178,3,1362,0
EMP058,3,2021-03-25,Active,117664,2,1867,1
EMP059,13,2019-11-06,Active,102706,5,2372,1
EMP060,13,2022-01-25,Active,41958,3,1561,1
EMP061,3,2018-09-03,Active,49818,1,2801,1
EMP062,10,2020-09-25,Active,74714,4,2048,1
EMP063,13,2018-07-23,Active,82554,5,2843,1
EMP064,4,2021-08-31,2022-11-12,91302,2,438,0
EMP065,18,2022-06-17,Active,66171,5,1418,1
EMP066,11,2022-03-12,Active,119003,4,1515,1
EMP067,2,2020-08-08,Active,88761,1,2096,1
EMP068,8,2021-07-10,Active,97320,3,1760,1
EMP069,19,2022-02-14,2025-10-05,92397,5,1329,0
EMP070,2,2023-09-15,Active,64641,4,963,1
EMP071,12,2019-07-05,Active,108572,4,2496,1
EMP072,3,2019-02-20,Active,68487,3,2631,1
EMP073,19,2018-06-10,Active,118490,4,2886,1
EMP074,13,2023-02-20,Active,43480,2,1170,1
EMP075,12,2019-09-14,Active,101724,3,2425,1
EMP076,3,2022-12-07,Active,92377,4,1245,1
EMP077,7,2021-12-25,Active,57728,3,1592,1
EMP078,6,2021-03-08,Active,54523,2,1884,1
EMP079,15,2023-09-15,Active,76317,5,963,1
EMP080,13,2020-01-07,Active,103226,4,2310,1
EMP081,18,2022-03-18,Active,109526,1,1509,1
EMP082,17,2020-12-05,Active,62526,5,1977,1
EMP083,11,2019-12-22,Active,57638,5,2326,1
EMP084,4,2019-03-18,2020-05-08,47336,2,417,0
EMP085,15,2021-12-23,Active,104594,4,1594,1
EMP086,19,2018-12-08,2020-12-26,46411,1,749,0
EMP087,15,2023-09-26,Active,86371,2,952,1
EMP088,15,2021-06-14,Active,68069,5,1786,1
EMP089,17,2019-12-31,Active,80286,4,2317,1
EMP090,8,2023-07-04,Active,118021,5,1036,1
EMP091,12,2022-07-29,Active,47356,5,1376,1
EMP092,11,2023-05-25,Active,100568,1,1076,1
EMP093,14,2020-01-04,Active,101807,5,2313,1
EMP094,1,2022-11-13,Active,103684,1,1269,1
EMP095,15,2019-10-24,Active,77392,5,2385,1
EMP096,19,2023-10-13,Active,100784,5,935,1
EMP097,7,2021-05-08,2021-11-13,42528,4,189,0
EMP098,11,2021-09-04,2022-08-02,68045,5,332,0
EMP099,2,2022-11-24,Active,103223,5,1258,1
EMP100,7,2023-04-02,Active,71569,1,1129,1
EMP101,9,2021-08-17,Active,104199,3,1722,1
EMP102,6,2023-05-14,Active,105756,4,1087,1
EMP103,12,2019-05-13,Active,105979,4,2549,1
EMP104,17,2018-11-12,2020-09-07,75164,3,665,0
EMP105,1,2020-10-06,Active,68663,4,2037,1
EMP106,15,2018-01-31,2019-08-05,43706,1,551,0
EMP107,15,2019-10-20,Active,109387,2,2389,1
EMP108,3,2023-08-02,Active,50764,1,1007,1
EMP109,14,2023-07-05,Active,84303,2,1035,1
EMP110,16,2018-07-19,2020-11-06,51024,4,841,0
EMP111,5,2019-08-22,Active,83078,3,2448,1
EMP112,18,2023-11-21,Active,76311,5,896,1
EMP113,7,2021-06-25,Active,78611,5,1775,1
EMP114,12,2018-02-16,Active,84227,2,3000,1
EMP115,4,2020-08-13,Active,82277,4,2091,1
EMP116,15,2019-02-01,Active,92676,3,2650,1
EMP117,2,2021-06-02,Active,55604,1,1798,1
EMP118,12,2018-10-27,Active,91359,2,2747,1
EMP119,13,2023-10-23,Active,49045,1,925,1
EMP120,19,2023-10-16,Active,106291,1,932,1
EMP121,19,2019-05-10,Active,86831,4,2552,1
EMP122,6,2023-06-20,Active,46035,4,1050,1
EMP123,13,2021-10-11,2024-01-19,52084,1,830,0
EMP124,18,2019-04-30,Active,109715,3,2562,1
EMP125,4,2021-02-19,Active,65303,3,1901,1
EMP126,7,2023-07-05,Active,76094,2,1035,1
EMP127,16,2023-12-30,Active,84279,4,857,1
EMP128,13,2018-03-13,2021-08-05,83017,2,1241,0
EMP129,9,2018-02-24,Active,85206,5,2992,1
EMP130,17,2023-03-18,2024-03-15,84220,3,363,0
EMP131,6,2020-11-18,Active,59622,3,1994,1
EMP132,13,2019-05-24,Active,94706,3,2538,1
EMP133,5,2023-01-01,Active,110346,1,1220,1
EMP134,5,2018-05-19,Active,70123,1,2908,1
EMP135,6,2018-09-17,Active,78996,3,2787,1
EMP136,18,2023-03-01,Active,93206,1,1161,1
EMP137,8,2019-09-17,Active,74954,3,2422,1
EMP138,19,2019-03-05,Active,89453,3,2618,1
EMP139,14,2023-06-02,Active,62786,5,1068,1
EMP140,19,2018-12-24,Active,109337,2,2689,1
EMP141,13,2019-12-28,Active,91059,3,2320,1
EMP142,12,2019-11-03,Active,65323,4,2375,1
EMP143,15,2021-09-15,2023-06-05,74210,5,628,0
EMP144,14,2023-08-06,Active,42873,1,1003,1
EMP145,6,2018-07-10,Active,82622,5,2856,1
EMP146,4,2020-12-03,Active,79185,4,1979,1
EMP147,11,2020-12-20,2021-08-10,116349,2,233,0
EMP148,9,2023-06-20,2023-11-30,111161,5,163,0
EMP149,19,2022-01-02,Active,89897,5,1584,1
EMP150,15,2018-03-28,Active,84267,4,2960,1
EMP151,11,2021-01-05,Active,93966,2,1946,1
EMP152,16,2019-10-03,2021-03-27,115179,1,541,0
EMP153,16,2019-12-12,Active,79792,4,2336,1
EMP154,14,2020-07-27,Active,89277,1,2108,1
EMP155,9,2023-08-17,Active,93475,2,992,1
EMP156,11,2018-02-01,Active,69386,2,3015,1
EMP157,1,2022-10-22,2025-10-01,76921,1,1075,0
EMP158,11,2018-03-15,Active,95789,2,2973,1
EMP159,7,2020-01-12,2021-02-08,84283,5,393,0
EMP160,13,2018-05-11,Active,82051,1,2916,1
EMP161,7,2023-09-24,2024-10-16,64789,5,388,0
EMP162,4,2019-08-18,Active,69652,4,2452,1
EMP163,8,2018-04-13,Active,51982,5,2944,1
EMP164,16,2023-08-15,Active,116757,5,994,1
EMP165,11,2021-01-24,Active,100474,3,1927,1
EMP166,18,2022-08-05,Active,56997,1,1369,1
EMP167,17,2020-04-03,Active,49149,1,2223,1
EMP168,9,2023-03-21,2024-01-09,118895,1,294,0
EMP169,19,2022-08-30,Active,68236,2,1344,1
EMP170,18,2023-06-04,2025-02-14,112950,2,621,0
EMP171,8,2018-05-16,2022-01-03,107667,2,1328,0
EMP172,3,2018-02-27,Active,92457,1,2989,1
EMP173,1,2019-10-28,2023-08-05,105296,1,1377,0
EMP174,13,2018-09-22,Active,52101,3,2782,1
EMP175,18,2021-12-18,Active,54608,5,1599,1
EMP176,4,2022-07-16,Active,48128,5,1389,1
EMP177,15,2021-04-08,Active,72797,3,1853,1
EMP178,5,2020-09-17,Active,93393,1,2056,1
EMP179,3,2019-05-19,Active,86509,4,2543,1
EMP180,17,2019-08-25,Active,117036,4,2445,1
EMP181,5,2023-03-04,Active,54343,3,1158,1
EMP182,15,2021-08-08,Active,64722,4,1731,1
EMP183,10,2020-01-24,Active,82355,2,2293,1
EMP184,3,2021-11-11,Active,56779,5,1636,1
EMP185,4,2021-07-22,Active,50148,2,1748,1
EMP186,1,2018-09-05,Active,46481,5,2799,1
EMP187,17,2018-05-19,Active,58794,4,2908,1
EMP188,6,2019-10-26,2022-08-09,66912,2,1018,0
EMP189,7,2018-03-10,Active,92323,1,2978,1
EMP190,7,2022-07-16,Active,97585,4,1389,1
EMP191,17,2021-10-01,Active,100080,3,1677,1
EMP192,1,2018-09-08,Active,87119,2,2796,1
EMP193,1,2023-08-18,Active,76484,3,991,1
EMP194,3,2023-03-29,Active,101982,1,1133,1
EMP195,4,2019-06-02,Active,111945,3,2529,1
EMP196,17,2018-11-20,Active,56520,1,2723,1
EMP197,11,2019-03-27,2023-03-25,66861,1,1459,0
EMP198,5,2021-11-03,Active,85487,2,1644,1
EMP199,9,2023-05-06,Active,43211,4,1095,1
EMP200,7,2022-09-01,Active,88206,2,1342,1
EMP201,19,2021-09-04,2024-03-27,77661,2,935,0
EMP202,10,2022-06-22,Active,90353,1,1413,1
EMP203,11,2022-09-16,Active,48677,2,1327,1
EMP204,16,2021-02-02,Active,64348,4,1918,1
EMP205,7,2018-01-03,Active,61377,3,3044,1
EMP206,2,2021-07-03,Active,76028,3,1767,1
EMP207,1,2018-08-04,Active,58817,3,2831,1
EMP208,13,2022-09-26,2024-01-13,70484,1,474,0
EMP209,17,2019-05-03,Active,57285,4,2559,1
EMP210,3,2019-05-25,Active,65020,3,2537,1
EMP211,3,2019-05-27,2023-03-10,87408,4,1383,0
EMP212,16,2023-06-02,Active,111575,3,1068,1
EMP213,16,2019-06-17,Active,86690,2,2514,1
EMP214,3,2023-05-18,Active,80965,2,1083,1
EMP215,17,2022-09-17,Active,108884,3,1326,1
EMP216,19,2019-06-15,Active,56025,2,2516,1
EMP217,17,2018-04-28,Active,51029,3,2929,1
EMP218,12,2022-02-03,Active,99595,5,1552,1
EMP219,7,2019-09-10,Active,109293,4,2429,1
EMP220,5,2022-09-04,Active,65720,5,1339,1
EMP221,15,2020-04-20,2023-09-02,118733,1,1230,0
EMP222,13,2018-07-22,Active,101336,1,2844,1
EMP223,4,2020-10-17,2021-03-31,100770,4,165,0
EMP224,16,2018-11-10,Active,64578,3,2733,1
EMP225,15,2020-04-07,Active,104297,5,2219,1
EMP226,5,2019-02-03,2019-06-13,69374,5,130,0
EMP227,14,2023-05-01,2026-01-05,93850,3,980,0
EMP228,13,2020-12-02,Active,88852,2,1980,1
EMP229,7,2021-04-03,Active,79537,3,1858,1
EMP230,13,2020-05-13,2022-10-04,81522,1,874,0
EMP231,8,2021-05-08,2022-06-01,104040,2,389,0
EMP232,16,2018-02-02,Active,40640,4,3014,1
EMP233,3,2019-02-10,Active,93134,4,2641,1
EMP234,6,2020-03-07,Active,64535,4,2250,1
EMP235,13,2018-01-05,Active,99776,5,3042,1
EMP236,7,2019-11-08,Active,104891,1,2370,1
EMP237,19,2019-01-26,Active,86804,1,2656,1
EMP238,12,2019-12-19,Active,99994,2,2329,1
EMP239,18,2019-01-15,Active,47107,5,2667,1
EMP240,9,2023-03-07,Active,82874,4,1155,1
EMP241,4,2019-01-28,Active,55449,1,2654,1
EMP242,17,2019-07-19,Active,109300,4,2482,1
EMP243,6,2018-09-07,Active,100440,1,2797,1
EMP244,1,2023-10-18,Active,65989,3,930,1
EMP245,3,2018-04-09,Active,53371,2,2948,1
EMP246,12,2021-04-01,Active,88241,3,1860,1
EMP247,16,2022-07-12,Active,64202,2,1393,1
EMP248,4,2020-08-12,Active,68318,3,2092,1
EMP249,1,2020-01-26,2020-05-27,63350,5,122,0
EMP250,15,2018-10-14,Active,81912,3,2760,1
EMP251,15,2020-07-15,Active,44498,3,2120,1
EMP252,9,2019-01-13,Active,50086,5,2669,1
EMP253,7,2018-05-28,Active,56933,5,2899,1
EMP254,2,2021-11-28,Active,103565,4,1619,1
EMP255,12,2019-04-27,2020-11-11,59088,3,564,0
EMP256,13,2022-07-11,2022-08-13,116129,2,33,0
EMP257,8,2021-04-12,Active,47819,5,1849,1
EMP258,15,2022-05-02,Active,81001,5,1464,1
EMP259,7,2021-03-05,Active,43934,3,1887,1
EMP260,12,2021-04-06,Active,64356,1,1855,1
EMP261,17,2018-05-27,2019-11-30,96294,3,552,0
EMP262,11,2021-05-02,Active,89985,3,1829,1
EMP263,3,2019-04-17,Active,115667,3,2575,1
EMP264,3,2023-10-10,Active,115877,2,938,1
EMP265,7,2020-03-23,2023-11-14,66142,5,1331,0
EMP266,9,2023-03-15,Active,76488,1,1147,1
EMP267,16,2020-08-06,Active,69481,5,2098,1
EMP268,8,2021-02-16,Active,62832,1,1904,1
EMP269,14,2020-02-08,2023-06-27,44913,3,1235,0
EMP270,8,2023-01-20,Active,65246,2,1201,1
EMP271,17,2023-10-21,Active,111648,1,927,1
EMP272,14,2020-11-27,Active,73691,5,1985,1
EMP273,10,2018-11-17,Active,94559,4,2726,1
EMP274,12,2023-05-15,Active,82397,1,1086,1
EMP275,5,2023-11-12,Active,92060,4,905,1
EMP276,18,2020-12-28,2024-11-14,92089,2,1417,0
EMP277,13,2023-08-26,Active,95392,5,983,1
EMP278,12,2020-08-31,Active,85892,3,2073,1
EMP279,10,2020-09-07,Active,78029,1,2066,1
EMP280,2,2021-10-02,2022-12-05,84641,4,429,0
EMP281,4,2020-06-11,Active,85471,3,2154,1
EMP282,17,2023-01-27,Active,89270,1,1194,1
EMP283,11,2018-03-04,2021-07-22,66694,4,1236,0
EMP284,5,2019-12-06,Active,78184,3,2342,1
EMP285,3,2022-02-03,Active,94083,3,1552,1
EMP286,4,2019-05-24,2022-07-11,55631,3,1144,0
EMP287,16,2020-09-12,Active,80461,2,2061,1
EMP288,6,2021-06-24,2023-01-18,105773,5,573,0
EMP289,15,2023-08-09,Active,77444,3,1000,1
EMP290,4,2020-03-03,Active,83742,4,2254,1
EMP291,17,2018-12-25,Active,119812,3,2688,1
EMP292,3,2018-05-29,Active,64390,3,2898,1
EMP293,12,2018-05-28,Active,105392,2,2899,1
EMP294,15,2018-12-10,Active,55929,5,2703,1
EMP295,17,2023-05-25,Active,63658,4,1076,1
EMP296,19,2023-03-06,Active,93438,4,1156,1
EMP297,8,2018-08-07,Active,60017,3,2828,1
EMP298,11,2020-07-08,2021-05-03,100232,1,299,0
EMP299,10,2023-08-12,Active,41059,3,997,1
EMP300,1,2020-09-16,Active,83416,2,2057,1
EMP301,14,2022-10-23,Active,80481,2,1290,1
EMP302,5,2020-11-19,Active,71632,3,1993,1
EMP303,15,2022-12-30,Active,60374,4,1222,1
EMP304,10,2018-03-05,Active,69862,2,2983,1
EMP305,2,2021-01-30,Active,104233,5,1921,1
EMP306,11,2021-12-03,Active,51804,1,1614,1
EMP307,1,2020-06-17,Active,83301,3,2148,1
EMP308,6,2019-03-20,Active,45909,4,2603,1
EMP309,4,2021-05-20,Active,73448,3,1811,1
EMP310,18,2018-05-19,Active,73420,5,2908,1
EMP311,12,2021-09-23,Active,78888,5,1685,1
EMP312,11,2021-10-14,Active,103071,1,1664,1
EMP313,3,2018-04-05,Active,94026,2,2952,1
EMP314,6,2018-04-24,Active,92870,5,2933,1
EMP315,5,2020-03-22,2020-06-05,64366,4,75,0
EMP316,5,2023-07-23,Active,73243,4,1017,1
EMP317,18,2018-12-15,Active,63533,4,2698,1
EMP318,7,2023-05-09,Active,66163,5,1092,1
EMP319,10,2019-07-23,Active,93906,3,2478,1
EMP320,2,2023-09-19,Active,43184,4,959,1
EMP321,8,2019-07-22,2022-08-31,87861,1,1136,0
EMP322,9,2020-04-29,Active,88834,2,2197,1
EMP323,2,2021-12-22,Active,119249,5,1595,1
EMP324,15,2022-08-24,Active,103750,4,1350,1
EMP325,14,2021-08-13,Active,72576,2,1726,1
EMP326,14,2018-10-31,Active,118191,2,2743,1
EMP327,16,2022-05-27,Active,112241,1,1439,1
EMP328,18,2019-06-21,Active,105149,4,2510,1
EMP329,19,2023-01-06,Active,112221,1,1215,1
EMP330,13,2021-04-27,2024-11-04,50074,3,1287,0
EMP331,6,2018-01-09,Active,81743,4,3038,1
EMP332,9,2023-02-03,Active,94218,4,1187,1
EMP333,9,2018-07-16,Active,45223,1,2850,1
EMP334,6,2019-04-09,2019-12-26,78894,3,261,0
EMP335,15,2022-08-13,Active,56086,1,1361,1
EMP336,2,2019-06-12,2020-03-01,68648,4,263,0
EMP337,5,2021-11-06,2022-07-06,90465,5,242,0
EMP338,7,2018-01-19,Active,87387,3,3028,1
EMP339,17,2023-12-22,Active,63548,5,865,1
EMP340,14,2022-11-01,Active,95836,5,1281,1
EMP341,15,2022-09-07,Active,44307,4,1336,1
EMP342,8,2022-10-04,Active,83807,2,1309,1
EMP343,4,2021-06-15,Active,83243,4,1785,1
EMP344,16,2021-03-07,Active,64785,4,1885,1
EMP345,18,2018-12-21,Active,60557,4,2692,1
EMP346,9,2023-06-11,2023-08-31,53374,2,81,0
EMP347,7,2023-06-05,2024-05-06,64551,1,336,0
EMP348,6,2019-12-25,Active,74755,4,2323,1
EMP349,12,2023-03-19,Active,104855,5,1143,1
EMP350,2,2022-10-21,Active,118736,4,1292,1
EMP351,12,2023-07-09,Active,98772,4,1031,1
EMP352,5,2020-12-12,Active,62948,1,1970,1
EMP353,14,2018-10-05,Active,68320,3,2769,1
EMP354,3,2020-06-20,Active,47395,1,2145,1
EMP355,17,2018-04-16,Active,91333,3,2941,1
EMP356,6,2019-05-02,2019-07-02,84524,5,61,0
EMP357,6,2018-04-03,Active,78033,5,2954,1
EMP358,16,2020-11-14,Active,43152,2,1998,1
EMP359,15,2020-11-09,Active,75893,2,2003,1
EMP360,3,2020-06-29,2022-07-17,72750,1,748,0
EMP361,11,2023-10-14,Active,97009,4,934,1
EMP362,14,2020-02-13,Active,110603,5,2273,1
EMP363,19,2022-08-23,Active,72708,4,1351,1
EMP364,5,2023-09-14,Active,82255,4,964,1
EMP365,8,2021-01-10,Active,112885,4,1941,1
EMP366,4,2018-12-28,Active,103825,5,2685,1
EMP367,5,2022-11-14,Active,57631,1,1268,1
EMP368,8,2023-03-11,Active,68946,4,1151,1
EMP369,6,2018-08-29,Active,54789,2,2806,1
EMP370,3,2022-11-06,2024-02-01,115440,2,452,0
EMP371,18,2023-02-24,Active,92710,2,1166,1
EMP372,15,2020-08-08,2022-04-28,91881,5,628,0
EMP373,14,2022-04-25,Active,96017,3,1471,1
EMP374,18,2019-01-18,Active,71960,2,2664,1
EMP375,8,2023-01-01,Active,115584,2,1220,1
EMP376,13,2021-09-29,2024-08-28,60321,3,1064,0
EMP377,3,2023-05-19,Active,69897,5,1082,1
EMP378,19,2022-11-11,Active,55774,1,1271,1
EMP379,16,2023-08-01,Active,78993,3,1008,1
EMP380,16,2021-06-19,Active,75953,2,1781,1
EMP381,12,2018-01-17,Active,110099,1,3030,1
EMP382,6,2023-08-20,Active,119467,4,989,1
EMP383,15,2020-07-05,Active,53955,3,2130,1
EMP384,14,2023-04-30,Active,50710,3,1101,1
EMP385,12,2020-08-05,Active,57564,4,2099,1
EMP386,12,2018-11-11,Active,68414,3,2732,1
EMP387,1,2023-06-30,Active,55919,5,1040,1
EMP388,5,2020-12-13,Active,55785,4,1969,1
EMP389,1,2022-02-10,Active,78973,2,1545,1
EMP390,9,2022-04-27,Active,71438,2,1469,1
EMP391,17,2019-05-29,2020-02-04,109606,5,251,0
EMP392,9,2019-09-25,Active,84741,1,2414,1
EMP393,7,2023-10-23,Active,118490,5,925,1
EMP394,8,2020-05-07,Active,51704,4,2189,1
EMP395,1,2021-07-15,2023-02-21,79865,3,586,0
EMP396,7,2020-11-07,2022-07-03,114344,4,603,0
EMP397,15,2018-04-11,Active,65508,1,2946,1
EMP398,9,2018-04-08,Active,110840,4,2949,1
EMP399,16,2021-12-26,2023-03-25,116958,5,454,0
EMP400,6,2021-04-26,2022-09-15,93610,3,507,0
EMP401,15,2019-03-23,Active,74044,3,2600,1
EMP402,11,2022-02-04,Active,57457,2,1551,1
EMP403,12,2023-03-28,Active,43454,1,1134,1
EMP404,8,2019-07-05,Active,93147,2,2496,1
EMP405,3,2023-11-06,Active,67865,3,911,1
EMP406,19,2021-12-13,Active,79571,3,1604,1
EMP407,6,2018-02-07,Active,112067,1,3009,1
EMP408,19,2018-04-19,2018-07-12,54984,4,84,0
EMP409,2,2019-09-22,Active,73026,3,2417,1
EMP410,8,2018-12-31,Active,77179,4,2682,1
EMP411,5,2018-10-02,Active,57069,2,2772,1
EMP412,12,2018-10-18,Active,67671,5,2756,1
EMP413,18,2022-03-24,Active,62872,5,1503,1
EMP414,9,2021-08-07,Active,107723,1,1732,1
EMP415,19,2020-10-21,2022-01-07,116775,3,443,0
EMP416,14,2020-11-30,Active,68927,3,1982,1
EMP417,16,2019-02-24,Active,76481,1,2627,1
EMP418,7,2019-05-12,Active,71029,5,2550,1
EMP419,8,2020-09-27,Active,101404,4,2046,1
EMP420,10,2022-12-07,Active,78202,2,1245,1
EMP421,17,2020-05-13,Active,98613,5,2183,1
EMP422,9,2020-06-23,Active,51752,1,2142,1
EMP423,8,2022-02-05,2023-05-04,80941,1,453,0
EMP424,4,2023-10-04,Active,103026,3,944,1
EMP425,17,2018-04-10,Active,62885,1,2947,1
EMP426,10,2021-04-15,Active,53287,1,1846,1
EMP427,17,2020-11-30,Active,49110,5,1982,1
EMP428,1,2019-11-20,Active,77399,5,2358,1
EMP429,5,2021-09-27,Active,90469,4,1681,1
EMP430,3,2023-11-26,Active,108968,5,891,1
EMP431,8,2019-09-22,2020-06-08,114178,2,260,0
EMP432,7,2018-02-24,Active,105274,4,2992,1
EMP433,6,2022-08-13,2024-12-22,116094,2,862,0
EMP434,5,2022-04-06,2025-04-01,66004,2,1091,0
EMP435,16,2021-10-05,2023-07-31,95377,3,664,0
EMP436,9,2018-02-19,2020-07-11,110873,4,873,0
EMP437,17,2019-11-08,Active,75993,3,2370,1
EMP438,6,2021-12-16,2022-07-22,75569,3,218,0
EMP439,1,2023-05-02,Active,119993,3,1099,1
EMP440,11,2022-07-13,Active,53583,1,1392,1
EMP441,15,2018-10-13,Active,114919,5,2761,1
EMP442,9,2023-12-30,Active,95160,2,857,1
EMP443,19,2018-09-20,Active,61146,2,2784,1
EMP444,10,2021-09-09,Active,65517,3,1699,1
EMP445,6,2019-01-04,Active,90378,2,2678,1
EMP446,16,2021-04-07,Active,66346,5,1854,1
EMP447,17,2020-07-18,2022-01-13,85743,5,544,0
EMP448,12,2021-06-04,Active,75473,4,1796,1
EMP449,16,2021-08-21,Active,112510,1,1718,1
EMP450,6,2023-12-27,Active,93165,3,860,1
EMP451,19,2019-10-17,Active,50692,3,2392,1
EMP452,14,2020-08-11,Active,59981,3,2093,1
EMP453,14,2021-01-16,2024-08-11,56791,3,1303,0
EMP454,17,2018-05-31,Active,54360,3,2896,1
EMP455,13,2019-11-13,Active,52018,4,2365,1
EMP456,17,2023-04-21,Active,110207,4,1110,1
EMP457,6,2020-05-01,Active,66108,1,2195,1
EMP458,7,2019-09-01,Active,63465,5,2438,1
EMP459,8,2018-01-14,2019-12-23,63018,5,708,0
EMP460,7,2018-07-18,Active,108145,3,2848,1
EMP461,14,2023-08-24,Active,100383,4,985,1
EMP462,12,2019-01-26,Active,83151,3,2656,1
EMP463,19,2019-09-01,Active,108115,5,2438,1
EMP464,6,2019-11-24,Active,45406,1,2354,1
EMP465,9,2018-09-13,Active,61579,3,2791,1
EMP466,16,2020-04-10,Active,76209,2,2216,1
EMP467,2,2018-02-22,Active,75018,2,2994,1
EMP468,19,2021-08-06,Active,116608,5,1733,1
EMP469,7,2023-10-03,Active,117655,4,945,1
EMP470,16,2019-10-19,Active,73508,4,2390,1
EMP471,2,2021-04-30,2024-01-27,104457,5,1002,0
EMP472,15,2018-07-24,Active,52433,1,2842,1
EMP473,17,2019-12-06,Active,77933,5,2342,1
EMP474,11,2021-03-06,2023-08-19,66328,5,896,0
EMP475,13,2023-05-02,Active,54223,2,1099,1
EMP476,17,2023-12-14,Active,70288,3,873,1
EMP477,13,2019-06-23,2022-04-26,91816,1,1038,0
EMP478,10,2021-09-11,Active,69893,4,1697,1
EMP479,19,2020-12-29,Active,53632,5,1953,1
EMP480,11,2018-06-28,Active,106493,5,2868,1
EMP481,10,2021-10-31,Active,44820,1,1647,1
EMP482,12,2022-01-02,2023-09-13,106350,5,619,0
EMP483,4,2018-03-04,Active,67475,4,2984,1
EMP484,10,2021-08-31,Active,97516,2,1708,1
EMP485,6,2022-04-05,Active,78796,3,1491,1
EMP486,1,2018-01-25,Active,46878,1,3022,1
EMP487,8,2022-02-23,Active,93184,1,1532,1
EMP488,12,2023-07-17,Active,56853,4,1023,1
EMP489,8,2019-06-22,Active,105128,5,2509,1
EMP490,18,2023-07-28,Active,91118,4,1012,1
EMP491,12,2021-04-08,2021-11-28,87951,5,234,0
EMP492,17,2022-06-18,Active,119517,5,1417,1
EMP493,19,2022-11-13,Active,117134,4,1269,1
EMP494,15,2019-04-01,Active,69561,5,2591,1
EMP495,9,2020-04-24,2021-08-25,93933,1,488,0
EMP496,8,2023-07-02,Active,54371,5,1038,1
EMP497,16,2023-07-08,Active,45359,4,1032,1
EMP498,3,2023-03-19,2024-12-12,95362,1,634,0
EMP499,12,2023-12-24,Active,103879,1,863,1
EMP500,19,2019-06-13,Active,78791,5,2518,1
EMP501,6,2023-06-23,2026-03-17,96594,5,998,0
EMP502,11,2021-03-01,Active,58063,3,1891,1
EMP503,2,2023-11-10,Active,102378,3,907,1
EMP504,7,2023-03-18,Active,43193,1,1144,1
EMP505,4,2019-08-11,Active,59628,4,2459,1
